id,thread_id,context_before,customer_message,intent_gold,escalate_gold,escalate_reason_gold,note,historical_brand_reply,historical_full_conversation,keyword_bucket
45,1333634,,@SpotifyCares my Spotify seems to loose the files I download every few weeks. How can u stop this happening?? shows nothing avail offline!,playback_technical_issue,False,"downloads disappearing, known issue doc covers it",,"@431116 Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /BP","[customer] @SpotifyCares my Spotify seems to loose the files I download every few weeks. How can u stop this happening?? shows nothing avail offline! || [brand] @431116 Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /BP || [customer] @SpotifyCares none of these apply and it's a brand new phone. Playlists always stay downloaded but album downloads disappear! So very annoying! || [brand] @431116 2: The steps are here: https://t.co/EqisDMwZAT. You can resync your music afterwards. Let us know how it goes /NY",playback_technical_issue
46,1517712,,"@115888 why is 'I Do' by Placebo missing? Almost every song from Once More With Feeling is there, except that one. #AllSongsMatter https://t.co/wasQBWtXTE",content_availability,False,"missing track from album, licensing",,"@472117 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /MQ","[customer] @115888 why is 'I Do' by Placebo missing? Almost every song from Once More With Feeling is there, except that one. #AllSongsMatter https://t.co/wasQBWtXTE || [brand] @472117 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /MQ || [customer] @SpotifyCares Wasn't actually expecting a reply, nice. Thank you! :) || [brand] @472117 You're welcome! If you ever need us again, just give us a shout. We'd be... https://t.co/LgAM6ky9Vv 🙂 /LO",unmatched
47,152230,,@spotifycares why do i have a 3333 offline song limit on my spotify?,feature_request_or_limitation,False,offline limit explanation,,"@150787 Hey there! We currently have an offline limit of 3,333 songs per device due to licensing. We have more info here: https://t.co/NakiNgZcST /AG","[customer] @spotifycares why do i have a 3333 offline song limit on my spotify? || [brand] @150787 Hey there! We currently have an offline limit of 3,333 songs per device due to licensing. We have more info here: https://t.co/NakiNgZcST /AG",feature_request_or_limitation
48,634389,,@SpotifyCares Hey! Could you help me find info about Spotify internships? Previous experience includes: Roc Nation and Universal Music Group,redirect_other_team,False,"internship inquiry, redirect",,@268534 Hey Nicholas! There's a Spotify for Students section at https://t.co/c1Z94oBFOl. Any info about internships will be there 🙂 /NG,[customer] @SpotifyCares Hey! Could you help me find info about Spotify internships? Previous experience includes: Roc Nation and Universal Music Group || [brand] @268534 Hey Nicholas! There's a Spotify for Students section at https://t.co/c1Z94oBFOl. Any info about internships will be there 🙂 /NG,redirect_other_team
49,2714220,,@SpotifyCares so why didn’t you guys tell me when my Student premium was running out so that I could “reverify”? Why did you just go straight to charging me more?,account_billing,True,"student plan lapse/charge dispute, needs account check",,@314381 Hey Nick! We're sorry to hear this. Can you DM us your account's username or email address? We'll take a look under the hood /YM https://t.co/ldFdZRiNAt,[customer] @SpotifyCares so why didn’t you guys tell me when my Student premium was running out so that I could “reverify”? Why did you just go straight to charging me more? || [brand] @314381 Hey Nick! We're sorry to hear this. Can you DM us your account's username or email address? We'll take a look under the hood /YM https://t.co/ldFdZRiNAt,account_billing
50,1779506,,@SpotifyCares hi I cancelled my membership on Sunday but you have still charged me this month ?!! This is not acceptable https://t.co/8la5UoxgEw,account_billing,True,"charged after cancellation, needs billing investigation",,"@534667 Hey Georgie, that's not cool! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt","[customer] @SpotifyCares hi I cancelled my membership on Sunday but you have still charged me this month ?!! This is not acceptable https://t.co/8la5UoxgEw || [brand] @534667 Hey Georgie, that's not cool! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt",account_billing
51,1102954,,@115888 IDK WHO U THINK U R BUT U RUINED MY NIGHT BY TAKING TROUBADOR OFF. GEORGE DESERVES BETTER. You have thoroughly messed up. Fix it.,content_availability,False,"song removed, licensing explanation",,@380270 @115888 Hey there! We've already replied to your DM. Check your inbox to find our response 🙂 /CH,[customer] @115888 IDK WHO U THINK U R BUT U RUINED MY NIGHT BY TAKING TROUBADOR OFF. GEORGE DESERVES BETTER. You have thoroughly messed up. Fix it. || [brand] @380270 @115888 Hey there! We've already replied to your DM. Check your inbox to find our response 🙂 /CH || [customer] @SpotifyCares @380270 @115888 lol don't listen to her lame ass,content_availability
52,2018423,,Lottery for Georgia and square space for Georgia https://t.co/tJc2tF6C8v,unclear_or_low_signal,True,"unintelligible/spam text, needs human triage",dataset noise: not a real support query at all,@401719 Can you send us a DM with your IP address? You can find that info by heading here: https://t.co/BUAjxvlfBM? We'll take a closer look /NJ https://t.co/ldFdZR1cbT,[customer] Lottery for Georgia and square space for Georgia https://t.co/tJc2tF6C8v || [brand] @401719 Can you send us a DM with your IP address? You can find that info by heading here: https://t.co/BUAjxvlfBM? We'll take a closer look /NJ https://t.co/ldFdZR1cbT,content_availability
53,1272635,,Thank you ma'am/sir for your cooperation and patience. https://t.co/gMQPUBCubn,praise_or_gratitude,False,"thanks, no action needed",,@417643 You're welcome! Give us a shout if there's anything else we can do to help /DV,[customer] Thank you ma'am/sir for your cooperation and patience. https://t.co/gMQPUBCubn || [brand] @417643 You're welcome! Give us a shout if there's anything else we can do to help /DV,praise_or_gratitude
54,453468,,"@SpotifyCares why cant i listen to that song? It says ""this song is not available in finland"" why???? https://t.co/7M34C18BrG",content_availability,False,"region availability, informational",,"@222595 Hey! Fingers crossed it'll be available to users in Finland soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /RA","[customer] @SpotifyCares why cant i listen to that song? It says ""this song is not available in finland"" why???? https://t.co/7M34C18BrG || [brand] @222595 Hey! Fingers crossed it'll be available to users in Finland soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /RA || [customer] @SpotifyCares Ok, hope it works soon! || [brand] @222595 Hope so too! If you need anything else, just give us a shout 🙂 /RA || [customer] @SpotifyCares It works in spotify web, but not on my spotify that i have downloaded on my computer? 😩",content_availability
55,889532,,"@SpotifyCares thanks for the update, looks much nicer when Chromecasting. Got lyrics and a cleaner image. Well done.",praise_or_gratitude,False,"positive feedback, no action needed",,"@331183 Hey Julian! We're glad you like it. If you need us again, just pop a message over. Have a great weekend 🙂 /BH","[customer] @SpotifyCares thanks for the update, looks much nicer when Chromecasting. Got lyrics and a cleaner image. Well done. || [brand] @331183 Hey Julian! We're glad you like it. If you need us again, just pop a message over. Have a great weekend 🙂 /BH",praise_or_gratitude
56,431453,@2069 Oi! O novo Spotify Web não sincroniza mais com o Last.fm?,@2069 @SpotifyCares Hello! The latest version of Spotify Web does not sync with Last.fm?,feature_request_or_limitation,False,web player feature gap (last.fm sync),,@217571 Hey there! What's happening exactly? Can you let us know the device and operating system you're using? We'll see what we can suggest /PB,"[customer] @2069 Oi! O novo Spotify Web não sincroniza mais com o Last.fm? || [customer] @2069 @SpotifyCares Hello! The latest version of Spotify Web does not sync with Last.fm? || [brand] @217571 Hey there! What's happening exactly? Can you let us know the device and operating system you're using? We'll see what we can suggest /PB || [customer] @SpotifyCares I'm listening to my songs in Spotify Web in my notebook Lenovo, Windows 10, Google Chrome. The songs are not appearing in my last.fm account || [customer] @SpotifyCares When I use my smartphone all the songs are correctly synchronized to my last.fm account. That issue started happen after Spotify Web updated || [brand] @217571 Got it. It's currently not possible on the new web player. Be sure to show your support for the idea here: https://t.co/JTVrt0qYJ3 /PB || [customer] @SpotifyCares Ok. Thanks for your support! || [brand] @217571 You're welcome. Let us know if you need anything else. We'd be happy to help /PB",playback_technical_issue
57,475203,,I. Want. Spotify. To. Be. In. Georgia. @115888,content_availability,False,"region request, informational",,"@228088 Hey there! We can't make promises, but we're launching in new countries as often as possible. You can sign up to be first to hear: https://t.co/XDwWzj7cLP. Let us know if you have more questions 🙂 /MS","[customer] I. Want. Spotify. To. Be. In. Georgia. @115888 || [brand] @228088 Hey there! We can't make promises, but we're launching in new countries as often as possible. You can sign up to be first to hear: https://t.co/XDwWzj7cLP. Let us know if you have more questions 🙂 /MS || [customer] @SpotifyCares Thank you very much x || [brand] @228088 You're welcome! If you need anything, just give us a shout 🙂 /MS",content_availability
58,2578880,,"How do I turn of the Automatic renew function for premium?
@SpotifyCares",account_billing,False,"how to turn off auto-renew is policy info only, no account lookup",billing bucket that should NOT escalate -- shows escalation isn't a pure function of intent,@731114 Hi there! You can cancel your Premium subscription anytime by heading to https://t.co/Q1zNbUXR4q. Let us know if you need a hand with this. We're happy to help /JJ,"[customer] How do I turn of the Automatic renew function for premium?
@SpotifyCares || [brand] @731114 Hi there! You can cancel your Premium subscription anytime by heading to https://t.co/Q1zNbUXR4q. Let us know if you need a hand with this. We're happy to help /JJ || [customer] @SpotifyCares I don't want to cancel. I just dont like having auto renew on || [brand] @731114 We hear you! Month-to-month subscription plans aren't available at this time, but we'll be sure to pass this on to the right people. Let us know if you need anything else /JJ https://t.co/ldFdZRiNAt",account_billing
59,1906503,,@115888 USED to be the best streaming service. Now it just glitches and never works 😒,playback_technical_issue,False,"glitching complaint, troubleshooting",,"@568050 Hey there! What's happening exactly? Can you tell us what device, operating system, and version of Spotify you're using? We'll help out /SY","[customer] @115888 USED to be the best streaming service. Now it just glitches and never works 😒 || [brand] @568050 Hey there! What's happening exactly? Can you tell us what device, operating system, and version of Spotify you're using? We'll help out /SY",playback_technical_issue
60,337089,,"@115888 i love 'this is justin bieber' playlist, however, can you update it with ALL OF HIS SONGS! greatly appreciated - from ALL BELIEBERS",feature_request_or_limitation,False,playlist content request + broken link,,"@196429 Hey there! Our curation team are independent, but we got some medicine for that Bieber fever right here: https://t.co/ubAdut2pyy 🙂 /TY","[customer] @115888 i love 'this is justin bieber' playlist, however, can you update it with ALL OF HIS SONGS! greatly appreciated - from ALL BELIEBERS || [brand] @196429 Hey there! Our curation team are independent, but we got some medicine for that Bieber fever right here: https://t.co/ubAdut2pyy 🙂 /TY || [customer] @SpotifyCares Doesn’t let me access it lol || [brand] @196429 That's not fun! Could you let us know what you're seeing on your end when you click the link? Keep us posted /TY",praise_or_gratitude
61,507374,,"@SpotifyCares Hey! I need immediate help with local files! I can sync the songs to my android device, but not to my iPad. I'm on windows 10. Thank you! :)",playback_technical_issue,False,"sync troubleshooting, device info needed",,"@236462 Hi Jimmy, help's here! can you let us know your iPad's operating system and Spotify version? We'll see what we can suggest /GT","[customer] @SpotifyCares Hey! I need immediate help with local files! I can sync the songs to my android device, but not to my iPad. I'm on windows 10. Thank you! :) || [brand] @236462 Hi Jimmy, help's here! can you let us know your iPad's operating system and Spotify version? We'll see what we can suggest /GT",praise_or_gratitude
62,2804,,"So @115888 @3493 @SpotifyCares: three days later you’re still advertising a sale to me for which I’m geographically  ineligible, this time on Facebook. You know you can choose where you want your ads to display on FB, don’t you? https://t.co/AHEZ1EtC57",account_billing,True,"ad-eligibility/region billing dispute, needs account check",,"@116375 Hey there! Just to clarify, which part of Canada are currently living in? /MT","[customer] So @115888 @3493 @SpotifyCares: three days later you’re still advertising a sale to me for which I’m geographically  ineligible, this time on Facebook. You know you can choose where you want your ads to display on FB, don’t you? https://t.co/AHEZ1EtC57 || [brand] @116375 Hey there! Just to clarify, which part of Canada are currently living in? /MT || [customer] @SpotifyCares Montreal, where the ad itself says I’m not allowed to get the deal.

We had another tweet exchange a few days ago when you emailed me the same offer. || [brand] @116375 Sorry about that. You shouldn’t have received an email/notification if you’re not eligible. Can you DM us your account's email address or username? /NQ https://t.co/ldFdZRiNAt",content_availability
63,453440,,@115888 why have you charged me £14.99 for something I don’t even have or signed up too? I would like my money back! https://t.co/OsZNKyZd8z,account_billing,True,"unrecognized charge, needs billing investigation",,@222586 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,[customer] @115888 why have you charged me £14.99 for something I don’t even have or signed up too? I would like my money back! https://t.co/OsZNKyZd8z || [brand] @222586 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,account_billing
64,1715010,,Can’t control Spotify from control center/lock screen on iOS11 nor does it work w/my Bluetooth in my car. Help? @SpotifyCares @AppleSupport,playback_technical_issue,False,lock-screen controls troubleshooting,,@519407 Hey Katie! Can you let us know the exact iOS and Spotify versions you're running? We'll see what we can suggest /RH,[customer] Can’t control Spotify from control center/lock screen on iOS11 nor does it work w/my Bluetooth in my car. Help? @SpotifyCares @AppleSupport || [brand] @519407 Hey Katie! Can you let us know the exact iOS and Spotify versions you're running? We'll see what we can suggest /RH || [customer] @SpotifyCares iOS11 (I haven’t updated to iOS11.1 .. yet) and the Spotify version is 8.4.25 || [brand] @519407 Thanks. Can you try logging out &gt; restarting your device &gt; logging back in? Let us know if that makes a difference /RH || [customer] @SpotifyCares That worked. Thank you! 🙌🏾 || [brand] @519407 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RH,unmatched
65,1604869,my fucking spotify songs are magically not downloaded onto my phone AGAIN :),IM SO TIRED OF HAVING TO DOWNLOAD 1500+ SONGS ALL THE TIME SPOTIFY https://t.co/63GMjS9H11,playback_technical_issue,False,"downloads disappearing, known issue doc covers it",,@340297 Hey! We've just sent a DM your way. Let's carry on chatting there /PL,[customer] my fucking spotify songs are magically not downloaded onto my phone AGAIN :) || [customer] IM SO TIRED OF HAVING TO DOWNLOAD 1500+ SONGS ALL THE TIME SPOTIFY https://t.co/63GMjS9H11 || [brand] @340297 Hey! We've just sent a DM your way. Let's carry on chatting there /PL,playback_technical_issue
66,1666481,,"@SpotifyCares I bought a 6 month voucher in June as gift I’d like to renew/ extend the gift subscription- can’t work out how, pls help!!",account_billing,True,"gift subscription management, needs account access",,@507667 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,"[customer] @SpotifyCares I bought a 6 month voucher in June as gift I’d like to renew/ extend the gift subscription- can’t work out how, pls help!! || [brand] @507667 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt",account_billing
67,2489534,,"@117153 can't login with my premium account on android system, says that experiencing problem",login_account_access,True,"premium login error, needs account check",,"@710884 Hi there! What's the exact device, Android, and Spotify app version you're using? We'll see what we can suggest /NJ","[customer] @117153 can't login with my premium account on android system, says that experiencing problem || [brand] @710884 Hi there! What's the exact device, Android, and Spotify app version you're using? We'll see what we can suggest /NJ",login_account_access
68,1615765,,@115888 is there any way to download more songs after reaching the download limit without getting rid of any pre existing songs?,feature_request_or_limitation,False,download limit workaround question,,"@495530 1: Hi! We're afraid there's currently a limit of 3,333 downloaded songs per device (maximum of 3 devices). Not to worry. You can show... /AU","[customer] @115888 is there any way to download more songs after reaching the download limit without getting rid of any pre existing songs? || [brand] @495530 1: Hi! We're afraid there's currently a limit of 3,333 downloaded songs per device (maximum of 3 devices). Not to worry. You can show... /AU",feature_request_or_limitation
69,2289899,,"@115888 not available in Pakistan!
What's the delay? https://t.co/cW2hkNnvLW",content_availability,False,"region availability, informational",,@665229 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /NQ,"[customer] @115888 not available in Pakistan!
What's the delay? https://t.co/cW2hkNnvLW || [brand] @665229 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /NQ || [customer] @SpotifyCares Outsource it or something then
My people need music
Better managed and legal
Hurry up please || [brand] @665229 We hear you. Rest assured, your feedback will be passed on to the right folks /NQ",content_availability
70,1440283,,"@SpotifyCares hi, your submit button does nothing on your Get Access page for artists, tried 3 different browsers, any help?",redirect_other_team,False,"artist portal bug, redirect",,"@454237 Hi! Are you getting any error messages? If so, can you send us a screenshot so we can take a closer look? /DR","[customer] @SpotifyCares hi, your submit button does nothing on your Get Access page for artists, tried 3 different browsers, any help? || [brand] @454237 Hi! Are you getting any error messages? If so, can you send us a screenshot so we can take a closer look? /DR || [customer] @SpotifyCares Nope, just clicking on it does nothing. No redirects, errors, nothing.. || [brand] @454237 Thanks! Just to check, have you tried restarting your device to see if it makes a difference? /DR || [customer] @SpotifyCares Just did, still the same || [brand] @454237 Got it. Could you try this out on a different device in an incognito window? Let us know how it goes /JQ || [customer] @SpotifyCares Tried on mobile, doesn't work either. Don't have any other device at hand atm. || [brand] @454237 Gotcha. Please contact our Artist team at https://t.co/p1wbtdELHu. If you've reached out, DM us your email address. We'll chase it up /JQ",redirect_other_team
71,2379033,,"@SpotifyCares I received an email from Starbucks, saying you will send me 125 stars 3 days after I signed up, but I didn’t receive anything",account_billing,True,"promo credit not received, needs account check",,@686050 Hey! Can you DM us your account's username and email address? We'll take a look backstage /JL https://t.co/ldFdZRiNAt,"[customer] @SpotifyCares I received an email from Starbucks, saying you will send me 125 stars 3 days after I signed up, but I didn’t receive anything || [brand] @686050 Hey! Can you DM us your account's username and email address? We'll take a look backstage /JL https://t.co/ldFdZRiNAt",unmatched
72,1804377,,@115888 @SpotifyCares can you move Deuce's new single Here I Come please? Because you put it under the wrong artist,content_error_report,False,wrong artist attribution,,@542147 Sorry to hear it! We’d recommend reaching out to your distributor. They'll work with our team to make sure your artist page gets fixed /SU,[customer] @115888 @SpotifyCares can you move Deuce's new single Here I Come please? Because you put it under the wrong artist || [brand] @542147 Sorry to hear it! We’d recommend reaching out to your distributor. They'll work with our team to make sure your artist page gets fixed /SU,content_error_report
73,2699550,,"@SpotifyCares hey im trying to remove a few of my old releases, they are on discontinued labels. But i no longer have contact with the people running it. How would i do this?",redirect_other_team,False,"artist rights/removal request, redirect",,@758395 Hey! Can you send us the URI of the tracks that you want to remove and your artist page? Just go to the track/page &gt; tap or click the three dots &gt; Share &gt; Copy link. We'll take a look backstage /SJ,"[customer] @SpotifyCares hey im trying to remove a few of my old releases, they are on discontinued labels. But i no longer have contact with the people running it. How would i do this? || [brand] @758395 Hey! Can you send us the URI of the tracks that you want to remove and your artist page? Just go to the track/page &gt; tap or click the three dots &gt; Share &gt; Copy link. We'll take a look backstage /SJ || [customer] @SpotifyCares Hey. Thanks for the reply, those are the albums to be removed! My artist profile is: https://t.co/NadIVCD1Yx || [brand] @758395 Sorry for any previous confusion. Our Artist Support team are the best folks to handle this, you can reach them here: https://t.co/41wf7ozbVm /I",redirect_other_team
74,2855910,,@115888 can u get ur shit together with my discover weekly. Thanks,feature_request_or_limitation,False,personalization complaint (Discover Weekly),sarcastic 'thanks',"@793822 Hey Vladimir, help's here! What's happening exactly? Let us know and we'll see what we can suggest /JP","[customer] @115888 can u get ur shit together with my discover weekly. Thanks || [brand] @793822 Hey Vladimir, help's here! What's happening exactly? Let us know and we'll see what we can suggest /JP || [customer] @SpotifyCares My playlist was depressing as heck, u made me upset || [brand] @793822 Sorry to hear Discover Weekly wasn’t to your liking this week. Don't worry, it’ll be re-tuned on Monday. In the meantime, just keep listening to your favorite tunes to improve the mix. Let us know if there's anything else we can help with /KB",praise_or_gratitude
75,783489,,@SpotifyCares please come to India😵😧😖🙁☹️,content_availability,False,"region request, informational",,@307003 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /SJ,[customer] @SpotifyCares please come to India😵😧😖🙁☹️ || [brand] @307003 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /SJ,unmatched
76,1089033,,Hey @115888 I have a complaint,unclear_or_low_signal,False,vague complaint with no detail; ask what's wrong,low signal at intake -- the real issue only emerges after a follow-up question,"@376908 Hey Emma, what's going on? We're always glad to lend a hand /JX","[customer] Hey @115888 I have a complaint || [brand] @376908 Hey Emma, what's going on? We're always glad to lend a hand /JX || [customer] @SpotifyCares Yes hi why does the song ""I Put a Spell on You"" by the cast of the major motion picture soundtrack Hocus Pocus not stream on your service || [brand] @376908 Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /JX",unmatched
77,1872456,,@115888 thanks for getting rid of some of my favorite music. Censorship is lame. I'm getting rid of my sub.,content_availability,False,"content removed, licensing explanation",sarcastic 'thanks',@559138 Hey there! Sometimes content gets temporarily removed because of licensing changes. We have more info here: https://t.co/0i8Gpi4TeA /LO,[customer] @115888 thanks for getting rid of some of my favorite music. Censorship is lame. I'm getting rid of my sub. || [brand] @559138 Hey there! Sometimes content gets temporarily removed because of licensing changes. We have more info here: https://t.co/0i8Gpi4TeA /LO,praise_or_gratitude
78,1879488,,@SpotifyCares my playlist is followed by two people I made it private but I still have them as followers. How can I delete them? Thanks,feature_request_or_limitation,False,playlist follower removal not supported,,@560973 Hey! We're afraid it's not possible at the moment. We can see how that’d be useful. You can vote for it here: https://t.co/Le9jT8ogaK /BP,[customer] @SpotifyCares my playlist is followed by two people I made it private but I still have them as followers. How can I delete them? Thanks || [brand] @560973 Hey! We're afraid it's not possible at the moment. We can see how that’d be useful. You can vote for it here: https://t.co/Le9jT8ogaK /BP,praise_or_gratitude
79,450870,,"@SpotifyCares I can't reset my password. Every time I try resetting it,  it says the CSRF token is invalid. I've cleared all of my  history/cookies/cache and I'm using incognito mode. Nothing is  working...",login_account_access,True,"password reset broken, needs account help",,"@221903 Hey Corey, we'd love to help! Can you DM us your account's username/email address and a screenshot of the exact error message you're getting? We'll take a look backstage /JP https://t.co/ldFdZRiNAt","[customer] @SpotifyCares I can't reset my password. Every time I try resetting it,  it says the CSRF token is invalid. I've cleared all of my  history/cookies/cache and I'm using incognito mode. Nothing is  working... || [brand] @221903 Hey Corey, we'd love to help! Can you DM us your account's username/email address and a screenshot of the exact error message you're getting? We'll take a look backstage /JP https://t.co/ldFdZRiNAt",login_account_access
80,885098,,"If whoever keeps kicking me off my @115888 account sees this, PLEASE STOP YOURE DRIVING ME NUTS! Thank you!",login_account_access,True,"repeated logout, needs account investigation",,"@330173 Hi, help's here! Could you DM us your username and email address? We'll see what we can suggest /JQ https://t.co/ldFdZRiNAt","[customer] If whoever keeps kicking me off my @115888 account sees this, PLEASE STOP YOURE DRIVING ME NUTS! Thank you! || [brand] @330173 Hi, help's here! Could you DM us your username and email address? We'll see what we can suggest /JQ https://t.co/ldFdZRiNAt",praise_or_gratitude
81,1306866,,"@115888 Is there a reason some albums are not complete? ""Troubadour"" by George Strait is missing from the album of the same name! Help!",content_availability,False,"incomplete album, licensing",,@407391 Hey Charlie! Is this what you're looking for: https://t.co/vcDjb8H3ZY? /NS,"[customer] @115888 Is there a reason some albums are not complete? ""Troubadour"" by George Strait is missing from the album of the same name! Help! || [brand] @407391 Hey Charlie! Is this what you're looking for: https://t.co/vcDjb8H3ZY? /NS || [customer] @SpotifyCares The album is on there. In reality it has 12 songs. Only 10 are on Spotify... the title track is one of two missing. || [brand] @407391 Got it. Licensing agreements can affect music availability. We have more info here: https://t.co/VMrgnGpB4G /NS",content_availability
82,1800065,,I want to start a petition to get Children of Eden full soundtrack on Spotify please and thank you @115888,feature_request_or_limitation,False,content request (soundtrack),,"@540840 Hey Nadia! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /MO","[customer] I want to start a petition to get Children of Eden full soundtrack on Spotify please and thank you @115888 || [brand] @540840 Hey Nadia! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /MO",praise_or_gratitude
83,508877,,"@SpotifyCares ... and when I log into my spotify account on your website, it has a very old e-mail address of mine listed.  Service is running fine, but as stated in 1st tweet... something isn't in sync",login_account_access,True,"stale email on account, needs update via account access",,@236883 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,"[customer] @SpotifyCares ... and when I log into my spotify account on your website, it has a very old e-mail address of mine listed.  Service is running fine, but as stated in 1st tweet... something isn't in sync || [brand] @236883 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt",login_account_access
84,784791,,regret adding explicit songs to my @115888 study playlist now Im listening to it at my internship 😅 maybe a filter would be a cool feature?,feature_request_or_limitation,False,explicit filter feature request,,@307276 Hey! We can see how that'd be handy. You can support the idea by voting for it here: https://t.co/CdI1SY9KZE /AY,[customer] regret adding explicit songs to my @115888 study playlist now Im listening to it at my internship 😅 maybe a filter would be a cool feature? || [brand] @307276 Hey! We can see how that'd be handy. You can support the idea by voting for it here: https://t.co/CdI1SY9KZE /AY || [customer] @SpotifyCares thanks for the quick response! great to see the idea has already been picked up :) || [brand] @307276 No worries. We'll keep passing on all feedback about it so our devs can see it's a popular request. Let us know if there's anything else /AY,redirect_other_team
85,601868,,@SpotifyCares won't send me a link to reset my password when I try? I need help https://t.co/RTG7CfHPEL,login_account_access,True,password reset failure; tweet also exposes account PII,"PII exposed in public tweet -- needs secure (DM) handling, flagged before responding","@262836 Hi, help's here! Before anything, we'd suggest deleting your tweet as it contains your private info. On another note, we have some info we'd like to share with you via DM. Let's carry on chatting there /DV https://t.co/ldFdZRiNAt","[customer] @SpotifyCares won't send me a link to reset my password when I try? I need help https://t.co/RTG7CfHPEL || [brand] @262836 Hi, help's here! Before anything, we'd suggest deleting your tweet as it contains your private info. On another note, we have some info we'd like to share with you via DM. Let's carry on chatting there /DV https://t.co/ldFdZRiNAt",login_account_access
86,1064083,,"@SpotifyCares Hi, our EP recently got added to Spotify but is currently listed under the wrong artist, is there anything you can do to help?",content_error_report,False,wrong artist attribution,,@371221 2: They'll work with our team to make sure your artist page gets fixed up /JO,"[customer] @SpotifyCares Hi, our EP recently got added to Spotify but is currently listed under the wrong artist, is there anything you can do to help? || [brand] @371221 2: They'll work with our team to make sure your artist page gets fixed up /JO",content_error_report
87,1446611,,"@115888, your web UI will now reliably crash the Chrome/Firefox tab it's running in",playback_technical_issue,False,web player crash troubleshooting,,"@455683 Hi Jeremy! Can you let us know your device and OS? Also, is this happening on the web player or website UI? We'll take a look backstage /XF","[customer] @115888, your web UI will now reliably crash the Chrome/Firefox tab it's running in || [brand] @455683 Hi Jeremy! Can you let us know your device and OS? Also, is this happening on the web player or website UI? We'll take a look backstage /XF || [customer] @SpotifyCares Sorry, this is on Sierra, not High Sierra.  Haven't tested on the latter. || [brand] @455683 Thanks! Can you try using the web player on a different device? Let us know how it goes /NH",playback_technical_issue
88,483945,,@SpotifyCares I'm having trouble with my premium account. I just signed up today and started the student discount. However seen that youse offer 3 months 0.99 so would rather do that first. I cancelled it same day and it's saying I've already had a trial. Help!,account_billing,True,"trial/discount conflict billing issue, needs account check",,"@230131 Hey Aisha, we'd love to help! Can you DM us your account's username/email address? We'll take a look backstage /JP","[customer] @SpotifyCares I'm having trouble with my premium account. I just signed up today and started the student discount. However seen that youse offer 3 months 0.99 so would rather do that first. I cancelled it same day and it's saying I've already had a trial. Help! || [brand] @230131 Hey Aisha, we'd love to help! Can you DM us your account's username/email address? We'll take a look backstage /JP",account_billing
89,2736546,,@115888 still waiting on my Starbucks points to come through from your offer to join premium. Any help please?,account_billing,True,"promo credit delayed, needs account check",,"@287113 Hey there! In 3 days, you should receive an email containing a Star Code you can redeem at https://t.co/2i8f3UftFG for 125 Stars. Hope that helps /PB","[customer] @115888 still waiting on my Starbucks points to come through from your offer to join premium. Any help please? || [brand] @287113 Hey there! In 3 days, you should receive an email containing a Star Code you can redeem at https://t.co/2i8f3UftFG for 125 Stars. Hope that helps /PB || [customer] @SpotifyCares it's been a week || [brand] @287113 Hmm. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt",account_billing
